ResponseId;type;item;value
R_8NtikAgZ8nvG0X7;negative;4;Strain on social services and housing
R_8NtikAgZ8nvG0X7;negative;5;NA
R_8FFVDHnFlC1AnhD;positive;1;NA
R_8FFVDHnFlC1AnhD;positive;2;NA
R_8FFVDHnFlC1AnhD;positive;3;NA
R_8FFVDHnFlC1AnhD;positive;4;NA
R_8FFVDHnFlC1AnhD;positive;5;NA
R_8FFVDHnFlC1AnhD;negative;1;Strain on nhs
R_8FFVDHnFlC1AnhD;negative;2;Strain on benefit system
R_8FFVDHnFlC1AnhD;negative;3;Unknowingly importing criminals
R_8FFVDHnFlC1AnhD;negative;4;Different cultures have some questionable values.
R_8FFVDHnFlC1AnhD;negative;5;NA
R_8shSGKNgx2BA20N;positive;1;They do jobs no one else wants
R_8shSGKNgx2BA20N;positive;2;NA
R_8shSGKNgx2BA20N;positive;3;NA
R_8shSGKNgx2BA20N;positive;4;NA
R_8shSGKNgx2BA20N;positive;5;NA
R_8shSGKNgx2BA20N;negative;1;Most are illegal
R_8shSGKNgx2BA20N;negative;2;Lack of housing
R_8shSGKNgx2BA20N;negative;3;Culture dilution
R_8shSGKNgx2BA20N;negative;4;Cost to taxpayers
R_8shSGKNgx2BA20N;negative;5;They build 'getto' areas'
R_2rBcpgk0OwAEcxC;positive;1;It helps fill important roles in society, such as doctors, nurses, skilled professionals
R_2rBcpgk0OwAEcxC;positive;2;NA
R_2rBcpgk0OwAEcxC;positive;3;NA
R_2rBcpgk0OwAEcxC;positive;4;NA
R_2rBcpgk0OwAEcxC;positive;5;NA
R_2rBcpgk0OwAEcxC;negative;1;It dilutes national identity
R_2rBcpgk0OwAEcxC;negative;2;It encourages people to enter the UK and take from a system that they did not contribute to
R_2rBcpgk0OwAEcxC;negative;3;It erodes traditions and British values
R_2rBcpgk0OwAEcxC;negative;4;NA
R_2rBcpgk0OwAEcxC;negative;5;NA
R_2ozNs2OoeE7Ouf8;positive;1;young workforce
R_2ozNs2OoeE7Ouf8;positive;2;different cultures
R_2ozNs2OoeE7Ouf8;positive;3;NA
R_2ozNs2OoeE7Ouf8;positive;4;NA
R_2ozNs2OoeE7Ouf8;positive;5;NA
R_2ozNs2OoeE7Ouf8;negative;1;too many people
R_2ozNs2OoeE7Ouf8;negative;2;expense of accommodation
R_2ozNs2OoeE7Ouf8;negative;3;lack of resources eg doctors
R_2ozNs2OoeE7Ouf8;negative;4;lack of housing
R_2ozNs2OoeE7Ouf8;negative;5;expense to uk population
R_8G0LRWBeGsUP6dG;positive;1;More varied skills
R_8G0LRWBeGsUP6dG;positive;2;NA
R_8G0LRWBeGsUP6dG;positive;3;NA
R_8G0LRWBeGsUP6dG;positive;4;NA
R_8G0LRWBeGsUP6dG;positive;5;NA
R_8G0LRWBeGsUP6dG;negative;1;Too many people than the country can house, feed and comfortably support.
R_8G0LRWBeGsUP6dG;negative;2;Strain on public finances.
R_8G0LRWBeGsUP6dG;negative;3;Increased racism
R_8G0LRWBeGsUP6dG;negative;4;Increased crime
R_8G0LRWBeGsUP6dG;negative;5;NA
R_8pL2FbfFZuk4ddF;positive;1;it allows families to reunite
R_8pL2FbfFZuk4ddF;positive;2;It allows employers to fill skills gaps
R_8pL2FbfFZuk4ddF;positive;3;it brings people with new perspectives into the country
R_8pL2FbfFZuk4ddF;positive;4;or it simply brings money into the country
R_8pL2FbfFZuk4ddF;positive;5;We have an ageing population and without immigration our dependency ratio is going to become unsustainable
R_8pL2FbfFZuk4ddF;negative;1;more people whatever their origins is increase pressure on accommodation
R_8pL2FbfFZuk4ddF;negative;2;NA
R_8pL2FbfFZuk4ddF;negative;3;NA
R_8pL2FbfFZuk4ddF;negative;4;NA
R_8pL2FbfFZuk4ddF;negative;5;NA
R_8MsTajC6ebemuxv;positive;1;NHS Staff
R_8MsTajC6ebemuxv;positive;2;NA
R_8MsTajC6ebemuxv;positive;3;NA
R_8MsTajC6ebemuxv;positive;4;NA
R_8MsTajC6ebemuxv;positive;5;NA
R_8MsTajC6ebemuxv;negative;1;Criminals and gangs entering UK freely
R_8MsTajC6ebemuxv;negative;2;NA
R_8MsTajC6ebemuxv;negative;3;NA
R_8MsTajC6ebemuxv;negative;4;NA
R_8MsTajC6ebemuxv;negative;5;NA
R_25WlbDP1ZMmw5te;positive;1;Will take the lower paid jobs that citizens don’t want to do
R_25WlbDP1ZMmw5te;positive;2;Embracing new cultures
R_25WlbDP1ZMmw5te;positive;3;NA
R_25WlbDP1ZMmw5te;positive;4;NA
R_25WlbDP1ZMmw5te;positive;5;NA
R_25WlbDP1ZMmw5te;negative;1;Overcrowding
R_25WlbDP1ZMmw5te;negative;2;No background on the people coming in
R_25WlbDP1ZMmw5te;negative;3;Stretching budgets and taxes increasing to pay for people who can’t or won’t work
R_25WlbDP1ZMmw5te;negative;4;Losing the British culture as some won’t take it on board
R_25WlbDP1ZMmw5te;negative;5;NA
R_2FyvHaEUcMZJQuv;positive;1;Talent of people entering
R_2FyvHaEUcMZJQuv;positive;2;Fulfilling empty jobs
R_2FyvHaEUcMZJQuv;positive;3;Intelligence
R_2FyvHaEUcMZJQuv;positive;4;NA
R_2FyvHaEUcMZJQuv;positive;5;NA
R_2FyvHaEUcMZJQuv;negative;1;Large numbers of economic migrants
R_2FyvHaEUcMZJQuv;negative;2;NA
R_2FyvHaEUcMZJQuv;negative;3;NA
R_2FyvHaEUcMZJQuv;negative;4;NA
R_2FyvHaEUcMZJQuv;negative;5;NA
R_8GJJugCVAvS4QS0;positive;1;Increased Cultural Diversity
R_8GJJugCVAvS4QS0;positive;2;Provides opportunity
R_8GJJugCVAvS4QS0;positive;3;Influx of individuals with different skills
R_8GJJugCVAvS4QS0;positive;4;Economic benefits
R_8GJJugCVAvS4QS0;positive;5;NA
R_8GJJugCVAvS4QS0;negative;1;Provokes reactionary responses
R_8GJJugCVAvS4QS0;negative;2;Exposes underfunded infrastructure
R_8GJJugCVAvS4QS0;negative;3;NA
R_8GJJugCVAvS4QS0;negative;4;NA
R_8GJJugCVAvS4QS0;negative;5;NA
R_2eW6hmccjEg1p5E;positive;1;diversity of perspective
R_2eW6hmccjEg1p5E;positive;2;hard work ethic
R_2eW6hmccjEg1p5E;positive;3;prosperous to economy
R_2eW6hmccjEg1p5E;positive;4;multiculturalism
R_2eW6hmccjEg1p5E;positive;5;NA
R_2eW6hmccjEg1p5E;negative;1;illegal migration
R_2eW6hmccjEg1p5E;negative;2;lack of English skills
R_2eW6hmccjEg1p5E;negative;3;risk to jobs for UK workers
R_2eW6hmccjEg1p5E;negative;4;NA
R_2eW6hmccjEg1p5E;negative;5;NA
R_89Wg79li5JBi9RT;positive;1;fills low paying jobs
R_89Wg79li5JBi9RT;positive;2;NA
R_89Wg79li5JBi9RT;positive;3;NA
R_89Wg79li5JBi9RT;positive;4;NA
R_89Wg79li5JBi9RT;positive;5;NA
R_89Wg79li5JBi9RT;negative;1;costs the government (benefits, nhs, etc)
R_89Wg79li5JBi9RT;negative;2;NA
R_89Wg79li5JBi9RT;negative;3;NA
R_89Wg79li5JBi9RT;negative;4;NA
R_89Wg79li5JBi9RT;negative;5;NA
R_2Lc31Xbvc4AxhOI;positive;1;Boost the economy
R_2Lc31Xbvc4AxhOI;positive;2;Supports public services
R_2Lc31Xbvc4AxhOI;positive;3;Fills labour shortages
R_2Lc31Xbvc4AxhOI;positive;4;Cultural diversity
R_2Lc31Xbvc4AxhOI;positive;5;Innovation and skills
R_2Lc31Xbvc4AxhOI;negative;1;Pressure on public services
R_2Lc31Xbvc4AxhOI;negative;2;Housing shortages
R_2Lc31Xbvc4AxhOI;negative;3;NA
R_2Lc31Xbvc4AxhOI;negative;4;NA
R_2Lc31Xbvc4AxhOI;negative;5;NA
R_2n6BZCy71IFsgbr;positive;1;Supports the NHS
R_2n6BZCy71IFsgbr;positive;2;Lower skilled jobs are filled
R_2n6BZCy71IFsgbr;positive;3;Jobs nobody wants to do are filled
R_2n6BZCy71IFsgbr;positive;4;boost to the economy
R_2n6BZCy71IFsgbr;positive;5;NA
R_2n6BZCy71IFsgbr;negative;1;Crime increases with illegal immigration
R_2n6BZCy71IFsgbr;negative;2;Illegal immigration draining resources without putting back into the system
R_2n6BZCy71IFsgbr;negative;3;Puts people on edge
R_2n6BZCy71IFsgbr;negative;4;Creates division through lack of education
R_2n6BZCy71IFsgbr;negative;5;NA
R_8CC9349cLcY1n2B;positive;1;Basic jobs filled
R_8CC9349cLcY1n2B;positive;2;they are safe
R_8CC9349cLcY1n2B;positive;3;Starting new life
R_8CC9349cLcY1n2B;positive;4;NA
R_8CC9349cLcY1n2B;positive;5;NA
R_8CC9349cLcY1n2B;negative;1;Finding homes for the people
R_8CC9349cLcY1n2B;negative;2;The suffering they would have gone through
R_8CC9349cLcY1n2B;negative;3;NA
R_8CC9349cLcY1n2B;negative;4;NA
R_8CC9349cLcY1n2B;negative;5;NA
R_8v04fuSr0olCyL7;positive;1;cultural expansion opportunities
R_8v04fuSr0olCyL7;positive;2;fills gaps in labour market
R_8v04fuSr0olCyL7;positive;3;NA
R_8v04fuSr0olCyL7;positive;4;NA
R_8v04fuSr0olCyL7;positive;5;NA
R_8v04fuSr0olCyL7;negative;1;over-population
R_8v04fuSr0olCyL7;negative;2;burden on natural resources
R_8v04fuSr0olCyL7;negative;3;burden on social resources
R_8v04fuSr0olCyL7;negative;4;lack of cultural integration
R_8v04fuSr0olCyL7;negative;5;crime rate increases
R_2wL8WqYeURrjSG6;positive;1;Freedom of speech and expression
R_2wL8WqYeURrjSG6;positive;2;Migrants can fill jobs that locals won't do
R_2wL8WqYeURrjSG6;positive;3;NA
R_2wL8WqYeURrjSG6;positive;4;NA
R_2wL8WqYeURrjSG6;positive;5;NA
R_2wL8WqYeURrjSG6;negative;1;Xenophobia or racism from locals
R_2wL8WqYeURrjSG6;negative;2;Cost of living is high
R_2wL8WqYeURrjSG6;negative;3;Increased competition for jobs
R_2wL8WqYeURrjSG6;negative;4;NA
R_2wL8WqYeURrjSG6;negative;5;NA
R_2FG8xvb2ur5752B;positive;1;cultural diversity
R_2FG8xvb2ur5752B;positive;2;new skills
R_2FG8xvb2ur5752B;positive;3;new knowledge
R_2FG8xvb2ur5752B;positive;4;encourages global thinking
R_2FG8xvb2ur5752B;positive;5;encourages stronger equality legislation
R_2FG8xvb2ur5752B;negative;1;financial costs
R_2FG8xvb2ur5752B;negative;2;integration difficulties
R_2FG8xvb2ur5752B;negative;3;cultural clashes
R_2FG8xvb2ur5752B;negative;4;NA
R_2FG8xvb2ur5752B;negative;5;NA
R_82MlFTnlhXdYK4U;positive;1;It fills jobs that British people do not want to do
R_82MlFTnlhXdYK4U;positive;2;It brings more skills to the UK
R_82MlFTnlhXdYK4U;positive;3;Increased tax revenues (if working)
R_82MlFTnlhXdYK4U;positive;4;NA
R_82MlFTnlhXdYK4U;positive;5;NA
R_82MlFTnlhXdYK4U;negative;1;Pressure on welfare if immigrants are not working
R_82MlFTnlhXdYK4U;negative;2;pressure on local services -doctors, schools, dentist
R_82MlFTnlhXdYK4U;negative;3;Socials issues due to illegal immigration
R_82MlFTnlhXdYK4U;negative;4;NA
R_82MlFTnlhXdYK4U;negative;5;NA
R_2n1LyLgWIeBW0QV;positive;1;none
R_2n1LyLgWIeBW0QV;positive;2;NA
R_2n1LyLgWIeBW0QV;positive;3;NA
R_2n1LyLgWIeBW0QV;positive;4;NA
R_2n1LyLgWIeBW0QV;positive;5;NA
R_2n1LyLgWIeBW0QV;negative;1;puts strain on our services
R_2n1LyLgWIeBW0QV;negative;2;security risk
R_2n1LyLgWIeBW0QV;negative;3;puts worry into communities
R_2n1LyLgWIeBW0QV;negative;4;unknown backgrounds to people coming in
R_2n1LyLgWIeBW0QV;negative;5;excessive amounts of people entering the uk
R_8Jk5g9tWpOC6PwF;positive;1;economic improvements
R_8Jk5g9tWpOC6PwF;positive;2;address skills shortage
R_8Jk5g9tWpOC6PwF;positive;3;NA
R_8Jk5g9tWpOC6PwF;positive;4;NA
R_8Jk5g9tWpOC6PwF;positive;5;NA
R_8Jk5g9tWpOC6PwF;negative;1;overcrowding
R_8Jk5g9tWpOC6PwF;negative;2;overwhelming services
R_8Jk5g9tWpOC6PwF;negative;3;erosion of culture
R_8Jk5g9tWpOC6PwF;negative;4;NA
R_8Jk5g9tWpOC6PwF;negative;5;NA
R_8D475RNCPqgsPpn;positive;1;Different culture exposure
R_8D475RNCPqgsPpn;positive;2;Qualified experts in different fields
R_8D475RNCPqgsPpn;positive;3;NA
R_8D475RNCPqgsPpn;positive;4;NA
R_8D475RNCPqgsPpn;positive;5;NA
R_8D475RNCPqgsPpn;negative;1;Unknown backgrounds of individuals
R_8D475RNCPqgsPpn;negative;2;Culture clashes
R_8D475RNCPqgsPpn;negative;3;Segregation
R_8D475RNCPqgsPpn;negative;4;Crime
R_8D475RNCPqgsPpn;negative;5;Strain on funding
R_8I3LROxunM82BJP;positive;1;NA
R_8I3LROxunM82BJP;positive;2;NA
R_8I3LROxunM82BJP;positive;3;NA
R_8I3LROxunM82BJP;positive;4;NA
R_8I3LROxunM82BJP;positive;5;NA
R_8I3LROxunM82BJP;negative;1;NA
R_8I3LROxunM82BJP;negative;2;NA
R_8I3LROxunM82BJP;negative;3;NA
R_8I3LROxunM82BJP;negative;4;NA
R_8I3LROxunM82BJP;negative;5;NA
R_2JswStLyBPc7PKV;positive;1;Sharing of skills
R_2JswStLyBPc7PKV;positive;2;More people paying taxes
R_2JswStLyBPc7PKV;positive;3;NA
R_2JswStLyBPc7PKV;positive;4;NA
R_2JswStLyBPc7PKV;positive;5;NA
R_2JswStLyBPc7PKV;negative;1;Lack of infrastructure
R_2JswStLyBPc7PKV;negative;2;Too much money being spent on immigrants unable/unwilling to work
R_2JswStLyBPc7PKV;negative;3;"Regarding ""illegal"" immigration, potential security threat"
R_2JswStLyBPc7PKV;negative;4;NA
R_2JswStLyBPc7PKV;negative;5;NA
R_2PAJYbxaMAuWz4A;positive;1;Sharing of skills and services
R_2PAJYbxaMAuWz4A;positive;2;Multiculturalism
R_2PAJYbxaMAuWz4A;positive;3;NA
R_2PAJYbxaMAuWz4A;positive;4;NA
R_2PAJYbxaMAuWz4A;positive;5;NA
R_2PAJYbxaMAuWz4A;negative;1;Funds directed away from British born citizens
R_2PAJYbxaMAuWz4A;negative;2;We already have a housing crisis in the UK
R_2PAJYbxaMAuWz4A;negative;3;Further pressure on the NHS
R_2PAJYbxaMAuWz4A;negative;4;NA
R_2PAJYbxaMAuWz4A;negative;5;NA
R_2Nwv6QSeOgtzg1e;positive;1;Acquiring skilled workers
R_2Nwv6QSeOgtzg1e;positive;2;Bringing in labour for jobs
R_2Nwv6QSeOgtzg1e;positive;3;Multi culturalism
R_2Nwv6QSeOgtzg1e;positive;4;NA
R_2Nwv6QSeOgtzg1e;positive;5;NA
R_2Nwv6QSeOgtzg1e;negative;1;It's causing division amongst the country
R_2Nwv6QSeOgtzg1e;negative;2;Misinformation
R_2Nwv6QSeOgtzg1e;negative;3;NA
R_2Nwv6QSeOgtzg1e;negative;4;NA
R_2Nwv6QSeOgtzg1e;negative;5;NA
R_8czQ68VOQYNaLXj;positive;1;It brings diversity of thought and experience
R_8czQ68VOQYNaLXj;positive;2;It should increase empathy and understanding
R_8czQ68VOQYNaLXj;positive;3;It mixes cultures and brings richness
R_8czQ68VOQYNaLXj;positive;4;It brings skills
R_8czQ68VOQYNaLXj;positive;5;The food
R_8czQ68VOQYNaLXj;negative;1;NA
R_8czQ68VOQYNaLXj;negative;2;NA
R_8czQ68VOQYNaLXj;negative;3;NA
R_8czQ68VOQYNaLXj;negative;4;NA
R_8czQ68VOQYNaLXj;negative;5;NA
R_8fkeZCIP5aApHLx;positive;1;Jobs of status , nurses, Dr's, Dentists
R_8fkeZCIP5aApHLx;positive;2;Qualified
R_8fkeZCIP5aApHLx;positive;3;ability
R_8fkeZCIP5aApHLx;positive;4;Knowledge
R_8fkeZCIP5aApHLx;positive;5;NA
R_8fkeZCIP5aApHLx;negative;1;Ilegal
R_8fkeZCIP5aApHLx;negative;2;Fraud
R_8fkeZCIP5aApHLx;negative;3;Sleeper cell
R_8fkeZCIP5aApHLx;negative;4;Disruptive
R_8fkeZCIP5aApHLx;negative;5;past records
R_21zep1FIZhVQkAn;positive;1;Fills more jobs
R_21zep1FIZhVQkAn;positive;2;NA
R_21zep1FIZhVQkAn;positive;3;NA
R_21zep1FIZhVQkAn;positive;4;NA
R_21zep1FIZhVQkAn;positive;5;NA
R_21zep1FIZhVQkAn;negative;1;Overcrowding
R_21zep1FIZhVQkAn;negative;2;Not enough housing
R_21zep1FIZhVQkAn;negative;3;Too expensive
R_21zep1FIZhVQkAn;negative;4;Lack of integration
R_21zep1FIZhVQkAn;negative;5;NA
R_20oAygNpfbBsxd4;positive;1;filling gaps in job market
R_20oAygNpfbBsxd4;positive;2;paying taxes
R_20oAygNpfbBsxd4;positive;3;contributing to culture
R_20oAygNpfbBsxd4;positive;4;bringing in skills in short supply
R_20oAygNpfbBsxd4;positive;5;starting new businesses
R_20oAygNpfbBsxd4;negative;1;straining resources of utilities
R_20oAygNpfbBsxd4;negative;2;increasing tensions from certain elements in society
R_20oAygNpfbBsxd4;negative;3;overwhelming local culture due to numbers
R_20oAygNpfbBsxd4;negative;4;keeping wages low due to off book working
R_20oAygNpfbBsxd4;negative;5;placing strain on transport, health and infrastructure
R_8KVeSJkYrxd3iMp;positive;1;helps the job sectors
R_8KVeSJkYrxd3iMp;positive;2;knowledge or skills we would not normally have
R_8KVeSJkYrxd3iMp;positive;3;paying into our system
R_8KVeSJkYrxd3iMp;positive;4;doing jobs that possibly UK citizens are not inclined to do
R_8KVeSJkYrxd3iMp;positive;5;NA
R_8KVeSJkYrxd3iMp;negative;1;some people have criminal records
R_8KVeSJkYrxd3iMp;negative;2;some people commit crimes
R_8KVeSJkYrxd3iMp;negative;3;NA
R_8KVeSJkYrxd3iMp;negative;4;NA
R_8KVeSJkYrxd3iMp;negative;5;NA
R_8azL9FUsatuQAEN;positive;1;Cultural communities
R_8azL9FUsatuQAEN;positive;2;Safer living
R_8azL9FUsatuQAEN;positive;3;NA
R_8azL9FUsatuQAEN;positive;4;NA
R_8azL9FUsatuQAEN;positive;5;NA
R_8azL9FUsatuQAEN;negative;1;Lack of housing
R_8azL9FUsatuQAEN;negative;2;Lack of jobs
R_8azL9FUsatuQAEN;negative;3;NA
R_8azL9FUsatuQAEN;negative;4;NA
R_8azL9FUsatuQAEN;negative;5;NA
R_8ceaL5iG73xQr8Z;positive;1;immigration creates a diverse community
R_8ceaL5iG73xQr8Z;positive;2;new skills
R_8ceaL5iG73xQr8Z;positive;3;learning from others
R_8ceaL5iG73xQr8Z;positive;4;expertise from other nations
R_8ceaL5iG73xQr8Z;positive;5;NA
R_8ceaL5iG73xQr8Z;negative;1;NA
R_8ceaL5iG73xQr8Z;negative;2;NA
R_8ceaL5iG73xQr8Z;negative;3;NA
R_8ceaL5iG73xQr8Z;negative;4;NA
R_8ceaL5iG73xQr8Z;negative;5;NA
R_8uUqWMi6wveDFpn;positive;1;Jobs such as Doctors
R_8uUqWMi6wveDFpn;positive;2;Spending money in our economy
R_8uUqWMi6wveDFpn;positive;3;NA
R_8uUqWMi6wveDFpn;positive;4;NA
R_8uUqWMi6wveDFpn;positive;5;NA
R_8uUqWMi6wveDFpn;negative;1;Taking benefits
R_8uUqWMi6wveDFpn;negative;2;Not paying their share in the system
R_8uUqWMi6wveDFpn;negative;3;Not getting a job
R_8uUqWMi6wveDFpn;negative;4;Crimes
R_8uUqWMi6wveDFpn;negative;5;NA
R_2vZVr17C1Aa5xIu;positive;1;Larger work force
R_2vZVr17C1Aa5xIu;positive;2;Increased economic growth potential
R_2vZVr17C1Aa5xIu;positive;3;Cultural enrichment
R_2vZVr17C1Aa5xIu;positive;4;Wider global social networks
R_2vZVr17C1Aa5xIu;positive;5;New Perspectives
R_2vZVr17C1Aa5xIu;negative;1;Housing shortage
R_2vZVr17C1Aa5xIu;negative;2;Lack of Cultural integration
R_2vZVr17C1Aa5xIu;negative;3;Exploitation
R_2vZVr17C1Aa5xIu;negative;4;NA
R_2vZVr17C1Aa5xIu;negative;5;NA
R_2H6vu3b9OnGj4c7;positive;1;To fill jobs that we don’t seem to want to do
R_2H6vu3b9OnGj4c7;positive;2;To contribute via taxes
R_2H6vu3b9OnGj4c7;positive;3;NA
R_2H6vu3b9OnGj4c7;positive;4;NA
R_2H6vu3b9OnGj4c7;positive;5;NA
R_2H6vu3b9OnGj4c7;negative;1;Not contributing eg tax
R_2H6vu3b9OnGj4c7;negative;2;Not fitting in eg cultural differences
R_2H6vu3b9OnGj4c7;negative;3;NA
R_2H6vu3b9OnGj4c7;negative;4;NA
R_2H6vu3b9OnGj4c7;negative;5;NA
R_8S7zPsyUgGZDgt5;positive;1;New ideas and beliefs
R_8S7zPsyUgGZDgt5;positive;2;Additional skills
R_8S7zPsyUgGZDgt5;positive;3;Cultural exchanges
R_8S7zPsyUgGZDgt5;positive;4;Offsets the falling birth rate
R_8S7zPsyUgGZDgt5;positive;5;NA
R_8S7zPsyUgGZDgt5;negative;1;Erodes British culture
R_8S7zPsyUgGZDgt5;negative;2;Failure to integrate creates a divided country
R_8S7zPsyUgGZDgt5;negative;3;Pressure on public services
R_8S7zPsyUgGZDgt5;negative;4;Downward pressure on wages especially low skilled positions
R_8S7zPsyUgGZDgt5;negative;5;High crime rates amongst immigrants from some countries
R_8DtLqXQmjgXQu7J;positive;1;Jobs
R_8DtLqXQmjgXQu7J;positive;2;NHS
R_8DtLqXQmjgXQu7J;positive;3;Cultural food/shops
R_8DtLqXQmjgXQu7J;positive;4;NA
R_8DtLqXQmjgXQu7J;positive;5;NA
R_8DtLqXQmjgXQu7J;negative;1;Population
R_8DtLqXQmjgXQu7J;negative;2;Economy
R_8DtLqXQmjgXQu7J;negative;3;Crowding
R_8DtLqXQmjgXQu7J;negative;4;Illegal Immigration
R_8DtLqXQmjgXQu7J;negative;5;NA
R_897kUS2tREsnLmS;positive;1;Skilled workers filling jobs like doctors etc
R_897kUS2tREsnLmS;positive;2;Makes the country more diverse showing different cultures
R_897kUS2tREsnLmS;positive;3;NA
R_897kUS2tREsnLmS;positive;4;NA
R_897kUS2tREsnLmS;positive;5;NA
R_897kUS2tREsnLmS;negative;1;Not knowing who is moving into the country like their background any criminal records
R_897kUS2tREsnLmS;negative;2;Overcrowding the country not enough homes
R_897kUS2tREsnLmS;negative;3;Public services being overrun like the doctors, hospitals
R_897kUS2tREsnLmS;negative;4;NA
R_897kUS2tREsnLmS;negative;5;NA
R_8fpqr7IHanjUpiO;positive;1;immigrants often do jobs that British people can't/won't do
R_8fpqr7IHanjUpiO;positive;2;work in vital areas such as healthcare and farming
R_8fpqr7IHanjUpiO;positive;3;offers exposure to other cultures/foods
R_8fpqr7IHanjUpiO;positive;4;make life richer
R_8fpqr7IHanjUpiO;positive;5;NA
R_8fpqr7IHanjUpiO;negative;1;may cause strain on public services
R_8fpqr7IHanjUpiO;negative;2;NA
R_8fpqr7IHanjUpiO;negative;3;NA
R_8fpqr7IHanjUpiO;negative;4;NA
R_8fpqr7IHanjUpiO;negative;5;NA
R_8p39V9PCR2Qzx3k;positive;1;Filling labor needs
R_8p39V9PCR2Qzx3k;positive;2;GDP growth
R_8p39V9PCR2Qzx3k;positive;3;Better skilled workforce
R_8p39V9PCR2Qzx3k;positive;4;NA
R_8p39V9PCR2Qzx3k;positive;5;NA
R_8p39V9PCR2Qzx3k;negative;1;Higher crime rate
R_8p39V9PCR2Qzx3k;negative;2;Increased pressure on public services
R_8p39V9PCR2Qzx3k;negative;3;Language barriers
R_8p39V9PCR2Qzx3k;negative;4;NA
R_8p39V9PCR2Qzx3k;negative;5;NA
R_2hnbDDpCUubjYTp;positive;1;Wider employment base
R_2hnbDDpCUubjYTp;positive;2;Cultural exchange
R_2hnbDDpCUubjYTp;positive;3;NA
R_2hnbDDpCUubjYTp;positive;4;NA
R_2hnbDDpCUubjYTp;positive;5;NA
R_2hnbDDpCUubjYTp;negative;1;Shortage of housing stock
R_2hnbDDpCUubjYTp;negative;2;Pressure on public services
R_2hnbDDpCUubjYTp;negative;3;Poor integration
R_2hnbDDpCUubjYTp;negative;4;Social unrest
R_2hnbDDpCUubjYTp;negative;5;Higher tax burden
R_8jJwk1NgpwTFnRO;positive;1;We get a mix of cultures and races which should make us more understanding about different cultures.
R_8jJwk1NgpwTFnRO;positive;2;Range of skill sets which can help in some industries where there are gaps.
R_8jJwk1NgpwTFnRO;positive;3;If you meet a partner abroad, they are able to come and live with you in the UK.
R_8jJwk1NgpwTFnRO;positive;4;NA
R_8jJwk1NgpwTFnRO;positive;5;NA
R_8jJwk1NgpwTFnRO;negative;1;Can be isolating if not many people from that country or culture live nearby.
R_8jJwk1NgpwTFnRO;negative;2;Can take time to integrate which causes a strain on public services e.g. children starting school with no English language.
R_8jJwk1NgpwTFnRO;negative;3;Are they able to get a job?
R_8jJwk1NgpwTFnRO;negative;4;NA
R_8jJwk1NgpwTFnRO;negative;5;NA
R_8snsopMwb27uvIR;positive;1;More workers
R_8snsopMwb27uvIR;positive;2;Diverstiy
R_8snsopMwb27uvIR;positive;3;More inclusive and culture awareness
R_8snsopMwb27uvIR;positive;4;NA
R_8snsopMwb27uvIR;positive;5;NA
R_8snsopMwb27uvIR;negative;1;Overcrowding
R_8snsopMwb27uvIR;negative;2;Benefits misuse
R_8snsopMwb27uvIR;negative;3;NA
R_8snsopMwb27uvIR;negative;4;NA
R_8snsopMwb27uvIR;negative;5;NA
R_8YW0yCUBVRdDLWh;positive;1;Broad culture
R_8YW0yCUBVRdDLWh;positive;2;Brings more skilled workers
R_8YW0yCUBVRdDLWh;positive;3;NA
R_8YW0yCUBVRdDLWh;positive;4;NA
R_8YW0yCUBVRdDLWh;positive;5;NA
R_8YW0yCUBVRdDLWh;negative;1;Cost to citizens
R_8YW0yCUBVRdDLWh;negative;2;Housing
R_8YW0yCUBVRdDLWh;negative;3;NA
R_8YW0yCUBVRdDLWh;negative;4;NA
R_8YW0yCUBVRdDLWh;negative;5;NA
R_21yYpxTqjL7Y2U6;positive;1;NA
R_21yYpxTqjL7Y2U6;positive;2;NA
R_21yYpxTqjL7Y2U6;positive;3;NA
R_21yYpxTqjL7Y2U6;positive;4;NA
R_21yYpxTqjL7Y2U6;positive;5;NA
R_21yYpxTqjL7Y2U6;negative;1;Not enough employment, we have a youth struggling to obtain work because our warehouses are full of non British citizens.
R_21yYpxTqjL7Y2U6;negative;2;They don't adapt to our culture and are dirty. The country has become such a dirtier place since the influx of immigrants.
R_21yYpxTqjL7Y2U6;negative;3;They are unvetted, they come from countries where underage romantic relationships are normalised.
R_21yYpxTqjL7Y2U6;negative;4;They are a burden on the taxpayer, they receive weekly shopping budgets, where is my voucher?
R_21yYpxTqjL7Y2U6;negative;5;We simply cannot afford to keep them and have no reason to.
R_8qUU5n0zekHZvbz;positive;1;makes society more varied.
R_8qUU5n0zekHZvbz;positive;2;fills job positions deemed unsuitable by brits.
R_8qUU5n0zekHZvbz;positive;3;raises productivity and drives growth.
R_8qUU5n0zekHZvbz;positive;4;NA
R_8qUU5n0zekHZvbz;positive;5;NA
R_8qUU5n0zekHZvbz;negative;1;potentially raises house prices/rent due to more demand.
R_8qUU5n0zekHZvbz;negative;2;NA
R_8qUU5n0zekHZvbz;negative;3;NA
R_8qUU5n0zekHZvbz;negative;4;NA
R_8qUU5n0zekHZvbz;negative;5;NA
R_8PHoXo9hp1JFEAa;positive;1;Legal immigrants cover lots of jobs
R_8PHoXo9hp1JFEAa;positive;2;Running of NHs
R_8PHoXo9hp1JFEAa;positive;3;NA
R_8PHoXo9hp1JFEAa;positive;4;NA
